location,level,normalThreshold,alertThreshold,criticalThreshold,recordedAt
Ja-Ela,2.24,2.0,3.0,3.8,2025-03-14T00:00:00.000Z
Negombo,3.13,2.0,3.0,3.8,2025-03-14T00:00:00.000Z
Minuwangoda,2.70,2.0,3.0,3.8,2025-03-15T00:00:00.000Z
Gampaha,2.93,2.0,3.0,3.8,2025-03-15T00:00:00.000Z
Ja-Ela,2.53,2.0,3.0,3.8,2025-03-15T00:00:00.000Z
Negombo,2.75,2.0,3.0,3.8,2025-03-15T00:00:00.000Z
Minuwangoda,2.96,2.0,3.0,3.8,2025-03-16T00:00:00.000Z
Gampaha,2.14,2.0,3.0,3.8,2025-03-16T00:00:00.000Z
Ja-Ela,2.82,2.0,3.0,3.8,2025-03-16T00:00:00.000Z
Negombo,3.27,2.0,3.0,3.8,2025-03-16T00:00:00.000Z
Minuwangoda,2.85,2.0,3.0,3.8,2025-03-17T00:00:00.000Z
Gampaha,2.54,2.0,3.0,3.8,2025-03-17T00:00:00.000Z
Ja-Ela,2.92,2.0,3.0,3.8,2025-03-17T00:00:00.000Z
Negombo,2.46,2.0,3.0,3.8,2025-03-17T00:00:00.000Z
Minuwangoda,2.92,2.0,3.0,3.8,2025-03-18T00:00:00.000Z
Gampaha,3.14,2.0,3.0,3.8,2025-03-18T00:00:00.000Z
Ja-Ela,2.67,2.0,3.0,3.8,2025-03-18T00:00:00.000Z
Negombo,3.27,2.0,3.0,3.8,2025-03-18T00:00:00.000Z
Minuwangoda,2.35,2.0,3.0,3.8,2025-03-19T00:00:00.000Z
Gampaha,3.02,2.0,3.0,3.8,2025-03-19T00:00:00.000Z
Ja-Ela,2.31,2.0,3.0,3.8,2025-03-19T00:00:00.000Z
Negombo,2.55,2.0,3.0,3.8,2025-03-19T00:00:00.000Z
Minuwangoda,3.11,2.0,3.0,3.8,2025-03-20T00:00:00.000Z
Gampaha,2.63,2.0,3.0,3.8,2025-03-20T00:00:00.000Z
Ja-Ela,2.67,2.0,3.0,3.8,2025-03-20T00:00:00.000Z
Negombo,3.05,2.0,3.0,3.8,2025-03-20T00:00:00.000Z
Minuwangoda,2.57,2.0,3.0,3.8,2025-03-21T00:00:00.000Z
Gampaha,2.27,2.0,3.0,3.8,2025-03-21T00:00:00.000Z
Ja-Ela,2.30,2.0,3.0,3.8,2025-03-21T00:00:00.000Z
Negombo,3.22,2.0,3.0,3.8,2025-03-21T00:00:00.000Z
Minuwangoda,2.07,2.0,3.0,3.8,2025-03-22T00:00:00.000Z
Gampaha,3.12,2.0,3.0,3.8,2025-03-22T00:00:00.000Z
Ja-Ela,2.89,2.0,3.0,3.8,2025-03-22T00:00:00.000Z
Negombo,3.16,2.0,3.0,3.8,2025-03-22T00:00:00.000Z
Minuwangoda,2.74,2.0,3.0,3.8,2025-03-23T00:00:00.000Z
Gampaha,2.69,2.0,3.0,3.8,2025-03-23T00:00:00.000Z
Ja-Ela,3.39,2.0,3.0,3.8,2025-03-23T00:00:00.000Z
Negombo,2.96,2.0,3.0,3.8,2025-03-23T00:00:00.000Z
Minuwangoda,3.33,2.0,3.0,3.8,2025-03-24T00:00:00.000Z
Gampaha,3.40,2.0,3.0,3.8,2025-03-24T00:00:00.000Z
Ja-Ela,3.21,2.0,3.0,3.8,2025-03-24T00:00:00.000Z
Negombo,2.04,2.0,3.0,3.8,2025-03-24T00:00:00.000Z
Minuwangoda,2.34,2.0,3.0,3.8,2025-03-25T00:00:00.000Z
Gampaha,2.60,2.0,3.0,3.8,2025-03-25T00:00:00.000Z
Ja-Ela,2.35,2.0,3.0,3.8,2025-03-25T00:00:00.000Z
Negombo,3.09,2.0,3.0,3.8,2025-03-25T00:00:00.000Z
Minuwangoda,3.12,2.0,3.0,3.8,2025-03-26T00:00:00.000Z
Gampaha,3.09,2.0,3.0,3.8,2025-03-26T00:00:00.000Z
Ja-Ela,2.54,2.0,3.0,3.8,2025-03-26T00:00:00.000Z
Negombo,3.32,2.0,3.0,3.8,2025-03-26T00:00:00.000Z
Minuwangoda,3.37,2.0,3.0,3.8,2025-03-27T00:00:00.000Z
Gampaha,2.93,2.0,3.0,3.8,2025-03-27T00:00:00.000Z
Ja-Ela,2.53,2.0,3.0,3.8,2025-03-27T00:00:00.000Z
Negombo,2.17,2.0,3.0,3.8,2025-03-27T00:00:00.000Z
Minuwangoda,2.81,2.0,3.0,3.8,2025-03-28T00:00:00.000Z
Gampaha,3.37,2.0,3.0,3.8,2025-03-28T00:00:00.000Z
Ja-Ela,2.25,2.0,3.0,3.8,2025-03-28T00:00:00.000Z
Negombo,3.45,2.0,3.0,3.8,2025-03-28T00:00:00.000Z
Minuwangoda,3.46,2.0,3.0,3.8,2025-03-29T00:00:00.000Z
Gampaha,3.06,2.0,3.0,3.8,2025-03-29T00:00:00.000Z
Ja-Ela,2.00,2.0,3.0,3.8,2025-03-29T00:00:00.000Z
Negombo,3.02,2.0,3.0,3.8,2025-03-29T00:00:00.000Z
Minuwangoda,2.13,2.0,3.0,3.8,2025-03-30T00:00:00.000Z
Gampaha,2.95,2.0,3.0,3.8,2025-03-30T00:00:00.000Z
Ja-Ela,3.41,2.0,3.0,3.8,2025-03-30T00:00:00.000Z
Negombo,2.48,2.0,3.0,3.8,2025-03-30T00:00:00.000Z
Minuwangoda,3.07,2.0,3.0,3.8,2025-03-31T00:00:00.000Z
Gampaha,3.44,2.0,3.0,3.8,2025-03-31T00:00:00.000Z
Ja-Ela,2.93,2.0,3.0,3.8,2025-03-31T00:00:00.000Z
Negombo,2.24,2.0,3.0,3.8,2025-03-31T00:00:00.000Z
Minuwangoda,3.21,2.0,3.0,3.8,2025-04-01T00:00:00.000Z
Gampaha,2.51,2.0,3.0,3.8,2025-04-01T00:00:00.000Z
Ja-Ela,2.58,2.0,3.0,3.8,2025-04-01T00:00:00.000Z
Negombo,2.46,2.0,3.0,3.8,2025-04-01T00:00:00.000Z
Minuwangoda,3.03,2.0,3.0,3.8,2025-04-02T00:00:00.000Z
Gampaha,2.17,2.0,3.0,3.8,2025-04-02T00:00:00.000Z
Ja-Ela,2.95,2.0,3.0,3.8,2025-04-02T00:00:00.000Z
Negombo,2.87,2.0,3.0,3.8,2025-04-02T00:00:00.000Z
Minuwangoda,3.11,2.0,3.0,3.8,2025-04-03T00:00:00.000Z
Gampaha,2.64,2.0,3.0,3.8,2025-04-03T00:00:00.000Z
Ja-Ela,2.30,2.0,3.0,3.8,2025-04-03T00:00:00.000Z
Negombo,2.55,2.0,3.0,3.8,2025-04-03T00:00:00.000Z
Minuwangoda,3.14,2.0,3.0,3.8,2025-04-04T00:00:00.000Z
Gampaha,2.93,2.0,3.0,3.8,2025-04-04T00:00:00.000Z
Ja-Ela,2.01,2.0,3.0,3.8,2025-04-04T00:00:00.000Z
Negombo,2.87,2.0,3.0,3.8,2025-04-04T00:00:00.000Z
Minuwangoda,2.59,2.0,3.0,3.8,2025-04-05T00:00:00.000Z
Gampaha,2.31,2.0,3.0,3.8,2025-04-05T00:00:00.000Z
Ja-Ela,3.39,2.0,3.0,3.8,2025-04-05T00:00:00.000Z
Negombo,2.88,2.0,3.0,3.8,2025-04-05T00:00:00.000Z
Minuwangoda,3.34,2.0,3.0,3.8,2025-04-06T00:00:00.000Z
Gampaha,2.25,2.0,3.0,3.8,2025-04-06T00:00:00.000Z
Ja-Ela,2.34,2.0,3.0,3.8,2025-04-06T00:00:00.000Z
Negombo,2.59,2.0,3.0,3.8,2025-04-06T00:00:00.000Z
Minuwangoda,2.59,2.0,3.0,3.8,2025-04-07T00:00:00.000Z
Gampaha,2.47,2.0,3.0,3.8,2025-04-07T00:00:00.000Z
Ja-Ela,3.32,2.0,3.0,3.8,2025-04-07T00:00:00.000Z
Negombo,2.85,2.0,3.0,3.8,2025-04-07T00:00:00.000Z
Minuwangoda,3.26,2.0,3.0,3.8,2025-04-08T00:00:00.000Z
Gampaha,3.00,2.0,3.0,3.8,2025-04-08T00:00:00.000Z
Ja-Ela,2.66,2.0,3.0,3.8,2025-04-08T00:00:00.000Z
Negombo,2.43,2.0,3.0,3.8,2025-04-08T00:00:00.000Z
Minuwangoda,2.29,2.0,3.0,3.8,2025-04-09T00:00:00.000Z
Gampaha,2.06,2.0,3.0,3.8,2025-04-09T00:00:00.000Z
Ja-Ela,3.28,2.0,3.0,3.8,2025-04-09T00:00:00.000Z
Negombo,2.47,2.0,3.0,3.8,2025-04-09T00:00:00.000Z
Minuwangoda,2.31,2.0,3.0,3.8,2025-04-10T00:00:00.000Z
Gampaha,3.45,2.0,3.0,3.8,2025-04-10T00:00:00.000Z
Ja-Ela,2.09,2.0,3.0,3.8,2025-04-10T00:00:00.000Z
Negombo,3.47,2.0,3.0,3.8,2025-04-10T00:00:00.000Z
Minuwangoda,2.26,2.0,3.0,3.8,2025-04-11T00:00:00.000Z
Gampaha,2.99,2.0,3.0,3.8,2025-04-11T00:00:00.000Z
Ja-Ela,2.94,2.0,3.0,3.8,2025-04-11T00:00:00.000Z
Negombo,2.10,2.0,3.0,3.8,2025-04-11T00:00:00.000Z
Minuwangoda,2.82,2.0,3.0,3.8,2025-04-12T00:00:00.000Z
Gampaha,3.48,2.0,3.0,3.8,2025-04-12T00:00:00.000Z
Ja-Ela,2.16,2.0,3.0,3.8,2025-04-12T00:00:00.000Z
Negombo,2.16,2.0,3.0,3.8,2025-04-12T00:00:00.000Z
Minuwangoda,2.52,2.0,3.0,3.8,2025-04-13T00:00:00.000Z
Gampaha,2.65,2.0,3.0,3.8,2025-04-13T00:00:00.000Z
Ja-Ela,2.33,2.0,3.0,3.8,2025-04-13T00:00:00.000Z
Negombo,3.05,2.0,3.0,3.8,2025-04-13T00:00:00.000Z
Minuwangoda,3.04,2.0,3.0,3.8,2025-04-14T00:00:00.000Z
Gampaha,2.92,2.0,3.0,3.8,2025-04-14T00:00:00.000Z
Ja-Ela,3.09,2.0,3.0,3.8,2025-04-14T00:00:00.000Z
Negombo,3.47,2.0,3.0,3.8,2025-04-14T00:00:00.000Z
Minuwangoda,2.28,2.0,3.0,3.8,2025-04-15T00:00:00.000Z
Gampaha,2.11,2.0,3.0,3.8,2025-04-15T00:00:00.000Z
Ja-Ela,3.08,2.0,3.0,3.8,2025-04-15T00:00:00.000Z
Negombo,3.07,2.0,3.0,3.8,2025-04-15T00:00:00.000Z
Minuwangoda,3.45,2.0,3.0,3.8,2025-04-16T00:00:00.000Z
Gampaha,2.70,2.0,3.0,3.8,2025-04-16T00:00:00.000Z
Ja-Ela,2.10,2.0,3.0,3.8,2025-04-16T00:00:00.000Z
Negombo,2.56,2.0,3.0,3.8,2025-04-16T00:00:00.000Z
Minuwangoda,2.03,2.0,3.0,3.8,2025-04-17T00:00:00.000Z
Gampaha,2.76,2.0,3.0,3.8,2025-04-17T00:00:00.000Z
Ja-Ela,2.36,2.0,3.0,3.8,2025-04-17T00:00:00.000Z
Negombo,3.14,2.0,3.0,3.8,2025-04-17T00:00:00.000Z
Minuwangoda,2.44,2.0,3.0,3.8,2025-04-18T00:00:00.000Z
Gampaha,2.58,2.0,3.0,3.8,2025-04-18T00:00:00.000Z
Ja-Ela,3.32,2.0,3.0,3.8,2025-04-18T00:00:00.000Z
Negombo,2.37,2.0,3.0,3.8,2025-04-18T00:00:00.000Z
Minuwangoda,2.31,2.0,3.0,3.8,2025-04-19T00:00:00.000Z
Gampaha,3.06,2.0,3.0,3.8,2025-04-19T00:00:00.000Z
Ja-Ela,2.11,2.0,3.0,3.8,2025-04-19T00:00:00.000Z
Negombo,3.22,2.0,3.0,3.8,2025-04-19T00:00:00.000Z
Minuwangoda,2.67,2.0,3.0,3.8,2025-04-20T00:00:00.000Z
Gampaha,3.37,2.0,3.0,3.8,2025-04-20T00:00:00.000Z
Ja-Ela,3.08,2.0,3.0,3.8,2025-04-20T00:00:00.000Z
Negombo,3.29,2.0,3.0,3.8,2025-04-20T00:00:00.000Z
Minuwangoda,3.09,2.0,3.0,3.8,2025-04-21T00:00:00.000Z
Gampaha,2.69,2.0,3.0,3.8,2025-04-21T00:00:00.000Z
Ja-Ela,2.43,2.0,3.0,3.8,2025-04-21T00:00:00.000Z
Negombo,2.41,2.0,3.0,3.8,2025-04-21T00:00:00.000Z
Minuwangoda,2.06,2.0,3.0,3.8,2025-04-22T00:00:00.000Z
Gampaha,2.84,2.0,3.0,3.8,2025-04-22T00:00:00.000Z
Ja-Ela,2.57,2.0,3.0,3.8,2025-04-22T00:00:00.000Z
Negombo,2.43,2.0,3.0,3.8,2025-04-22T00:00:00.000Z
Minuwangoda,3.29,2.0,3.0,3.8,2025-04-23T00:00:00.000Z
Gampaha,2.40,2.0,3.0,3.8,2025-04-23T00:00:00.000Z
Ja-Ela,2.84,2.0,3.0,3.8,2025-04-23T00:00:00.000Z
Negombo,3.46,2.0,3.0,3.8,2025-04-23T00:00:00.000Z
Minuwangoda,3.09,2.0,3.0,3.8,2025-04-24T00:00:00.000Z
Gampaha,2.29,2.0,3.0,3.8,2025-04-24T00:00:00.000Z
Ja-Ela,2.96,2.0,3.0,3.8,2025-04-24T00:00:00.000Z
Negombo,2.84,2.0,3.0,3.8,2025-04-24T00:00:00.000Z
Minuwangoda,2.25,2.0,3.0,3.8,2025-04-25T00:00:00.000Z
Gampaha,2.61,2.0,3.0,3.8,2025-04-25T00:00:00.000Z
Ja-Ela,2.60,2.0,3.0,3.8,2025-04-25T00:00:00.000Z
Negombo,3.06,2.0,3.0,3.8,2025-04-25T00:00:00.000Z
Minuwangoda,3.29,2.0,3.0,3.8,2025-04-26T00:00:00.000Z
Gampaha,2.76,2.0,3.0,3.8,2025-04-26T00:00:00.000Z
Ja-Ela,3.41,2.0,3.0,3.8,2025-04-26T00:00:00.000Z
Negombo,2.14,2.0,3.0,3.8,2025-04-26T00:00:00.000Z
Minuwangoda,2.73,2.0,3.0,3.8,2025-04-27T00:00:00.000Z
Gampaha,2.07,2.0,3.0,3.8,2025-04-27T00:00:00.000Z
Ja-Ela,2.96,2.0,3.0,3.8,2025-04-27T00:00:00.000Z
Negombo,2.05,2.0,3.0,3.8,2025-04-27T00:00:00.000Z
Minuwangoda,2.08,2.0,3.0,3.8,2025-04-28T00:00:00.000Z
Gampaha,3.41,2.0,3.0,3.8,2025-04-28T00:00:00.000Z
Ja-Ela,2.78,2.0,3.0,3.8,2025-04-28T00:00:00.000Z
Negombo,2.10,2.0,3.0,3.8,2025-04-28T00:00:00.000Z
Minuwangoda,3.44,2.0,3.0,3.8,2025-04-29T00:00:00.000Z
Gampaha,2.05,2.0,3.0,3.8,2025-04-29T00:00:00.000Z
Ja-Ela,3.11,2.0,3.0,3.8,2025-04-29T00:00:00.000Z
Negombo,2.49,2.0,3.0,3.8,2025-04-29T00:00:00.000Z
Minuwangoda,3.37,2.0,3.0,3.8,2025-04-30T00:00:00.000Z
Gampaha,2.97,2.0,3.0,3.8,2025-04-30T00:00:00.000Z
Ja-Ela,2.56,2.0,3.0,3.8,2025-04-30T00:00:00.000Z
Negombo,2.75,2.0,3.0,3.8,2025-04-30T00:00:00.000Z
Minuwangoda,4.92,2.0,3.0,3.8,2025-05-01T00:00:00.000Z
Gampaha,3.21,2.0,3.0,3.8,2025-05-01T00:00:00.000Z
Ja-Ela,3.24,2.0,3.0,3.8,2025-05-01T00:00:00.000Z
Negombo,4.91,2.0,3.0,3.8,2025-05-01T00:00:00.000Z
Minuwangoda,4.75,2.0,3.0,3.8,2025-05-02T00:00:00.000Z
Gampaha,3.47,2.0,3.0,3.8,2025-05-02T00:00:00.000Z
Ja-Ela,4.95,2.0,3.0,3.8,2025-05-02T00:00:00.000Z
Negombo,4.82,2.0,3.0,3.8,2025-05-02T00:00:00.000Z
Minuwangoda,4.08,2.0,3.0,3.8,2025-05-03T00:00:00.000Z
Gampaha,3.80,2.0,3.0,3.8,2025-05-03T00:00:00.000Z
Ja-Ela,4.26,2.0,3.0,3.8,2025-05-03T00:00:00.000Z
Negombo,3.64,2.0,3.0,3.8,2025-05-03T00:00:00.000Z
Minuwangoda,3.80,2.0,3.0,3.8,2025-05-04T00:00:00.000Z
Gampaha,4.93,2.0,3.0,3.8,2025-05-04T00:00:00.000Z
Ja-Ela,3.64,2.0,3.0,3.8,2025-05-04T00:00:00.000Z
Negombo,4.36,2.0,3.0,3.8,2025-05-04T00:00:00.000Z
Minuwangoda,4.83,2.0,3.0,3.8,2025-05-05T00:00:00.000Z
Gampaha,3.63,2.0,3.0,3.8,2025-05-05T00:00:00.000Z
Ja-Ela,3.78,2.0,3.0,3.8,2025-05-05T00:00:00.000Z
Negombo,4.52,2.0,3.0,3.8,2025-05-05T00:00:00.000Z
Minuwangoda,3.59,2.0,3.0,3.8,2025-05-06T00:00:00.000Z
Gampaha,3.71,2.0,3.0,3.8,2025-05-06T00:00:00.000Z
Ja-Ela,4.82,2.0,3.0,3.8,2025-05-06T00:00:00.000Z
Negombo,3.12,2.0,3.0,3.8,2025-05-06T00:00:00.000Z
Minuwangoda,4.19,2.0,3.0,3.8,2025-05-07T00:00:00.000Z
Gampaha,4.62,2.0,3.0,3.8,2025-05-07T00:00:00.000Z
Ja-Ela,3.93,2.0,3.0,3.8,2025-05-07T00:00:00.000Z
Negombo,4.39,2.0,3.0,3.8,2025-05-07T00:00:00.000Z
Minuwangoda,4.73,2.0,3.0,3.8,2025-05-08T00:00:00.000Z
Gampaha,4.17,2.0,3.0,3.8,2025-05-08T00:00:00.000Z
Ja-Ela,3.98,2.0,3.0,3.8,2025-05-08T00:00:00.000Z
Negombo,4.88,2.0,3.0,3.8,2025-05-08T00:00:00.000Z
Minuwangoda,3.30,2.0,3.0,3.8,2025-05-09T00:00:00.000Z
Gampaha,3.11,2.0,3.0,3.8,2025-05-09T00:00:00.000Z
Ja-Ela,4.61,2.0,3.0,3.8,2025-05-09T00:00:00.000Z
Negombo,4.66,2.0,3.0,3.8,2025-05-09T00:00:00.000Z
Minuwangoda,3.23,2.0,3.0,3.8,2025-05-10T00:00:00.000Z
Gampaha,3.78,2.0,3.0,3.8,2025-05-10T00:00:00.000Z
Ja-Ela,4.41,2.0,3.0,3.8,2025-05-10T00:00:00.000Z
Negombo,4.47,2.0,3.0,3.8,2025-05-10T00:00:00.000Z
Minuwangoda,3.94,2.0,3.0,3.8,2025-05-11T00:00:00.000Z
Gampaha,3.62,2.0,3.0,3.8,2025-05-11T00:00:00.000Z
Ja-Ela,3.29,2.0,3.0,3.8,2025-05-11T00:00:00.000Z
Negombo,3.29,2.0,3.0,3.8,2025-05-11T00:00:00.000Z
Minuwangoda,3.33,2.0,3.0,3.8,2025-05-12T00:00:00.000Z
Gampaha,3.25,2.0,3.0,3.8,2025-05-12T00:00:00.000Z
Ja-Ela,4.38,2.0,3.0,3.8,2025-05-12T00:00:00.000Z
Negombo,3.17,2.0,3.0,3.8,2025-05-12T00:00:00.000Z
Minuwangoda,3.93,2.0,3.0,3.8,2025-05-13T00:00:00.000Z
Gampaha,3.22,2.0,3.0,3.8,2025-05-13T00:00:00.000Z
Ja-Ela,4.42,2.0,3.0,3.8,2025-05-13T00:00:00.000Z
Negombo,4.49,2.0,3.0,3.8,2025-05-13T00:00:00.000Z
Minuwangoda,3.72,2.0,3.0,3.8,2025-05-14T00:00:00.000Z
Gampaha,4.36,2.0,3.0,3.8,2025-05-14T00:00:00.000Z
Ja-Ela,3.11,2.0,3.0,3.8,2025-05-14T00:00:00.000Z
Negombo,3.19,2.0,3.0,3.8,2025-05-14T00:00:00.000Z
Minuwangoda,4.87,2.0,3.0,3.8,2025-05-15T00:00:00.000Z
Gampaha,4.04,2.0,3.0,3.8,2025-05-15T00:00:00.000Z
Ja-Ela,4.96,2.0,3.0,3.8,2025-05-15T00:00:00.000Z
Negombo,4.30,2.0,3.0,3.8,2025-05-15T00:00:00.000Z
Minuwangoda,4.46,2.0,3.0,3.8,2025-05-16T00:00:00.000Z
Gampaha,4.68,2.0,3.0,3.8,2025-05-16T00:00:00.000Z
Ja-Ela,3.91,2.0,3.0,3.8,2025-05-16T00:00:00.000Z
Negombo,4.83,2.0,3.0,3.8,2025-05-16T00:00:00.000Z
Minuwangoda,4.27,2.0,3.0,3.8,2025-05-17T00:00:00.000Z
Gampaha,4.19,2.0,3.0,3.8,2025-05-17T00:00:00.000Z
Ja-Ela,4.20,2.0,3.0,3.8,2025-05-17T00:00:00.000Z
Negombo,3.66,2.0,3.0,3.8,2025-05-17T00:00:00.000Z
Minuwangoda,4.60,2.0,3.0,3.8,2025-05-18T00:00:00.000Z
Gampaha,3.67,2.0,3.0,3.8,2025-05-18T00:00:00.000Z
Ja-Ela,4.26,2.0,3.0,3.8,2025-05-18T00:00:00.000Z
Negombo,4.35,2.0,3.0,3.8,2025-05-18T00:00:00.000Z
Minuwangoda,4.80,2.0,3.0,3.8,2025-05-19T00:00:00.000Z
Gampaha,4.87,2.0,3.0,3.8,2025-05-19T00:00:00.000Z
Ja-Ela,3.93,2.0,3.0,3.8,2025-05-19T00:00:00.000Z
Negombo,3.77,2.0,3.0,3.8,2025-05-19T00:00:00.000Z
Minuwangoda,4.24,2.0,3.0,3.8,2025-05-20T00:00:00.000Z
Gampaha,3.26,2.0,3.0,3.8,2025-05-20T00:00:00.000Z
Ja-Ela,3.15,2.0,3.0,3.8,2025-05-20T00:00:00.000Z
Negombo,4.78,2.0,3.0,3.8,2025-05-20T00:00:00.000Z
Minuwangoda,4.08,2.0,3.0,3.8,2025-05-21T00:00:00.000Z
Gampaha,4.10,2.0,3.0,3.8,2025-05-21T00:00:00.000Z
Ja-Ela,4.43,2.0,3.0,3.8,2025-05-21T00:00:00.000Z
Negombo,4.75,2.0,3.0,3.8,2025-05-21T00:00:00.000Z
Minuwangoda,3.37,2.0,3.0,3.8,2025-05-22T00:00:00.000Z
Gampaha,3.16,2.0,3.0,3.8,2025-05-22T00:00:00.000Z
Ja-Ela,3.33,2.0,3.0,3.8,2025-05-22T00:00:00.000Z
Negombo,4.07,2.0,3.0,3.8,2025-05-22T00:00:00.000Z
Minuwangoda,3.42,2.0,3.0,3.8,2025-05-23T00:00:00.000Z
Gampaha,3.56,2.0,3.0,3.8,2025-05-23T00:00:00.000Z
Ja-Ela,3.29,2.0,3.0,3.8,2025-05-23T00:00:00.000Z
Negombo,4.06,2.0,3.0,3.8,2025-05-23T00:00:00.000Z
Minuwangoda,3.75,2.0,3.0,3.8,2025-05-24T00:00:00.000Z
Gampaha,3.18,2.0,3.0,3.8,2025-05-24T00:00:00.000Z
Ja-Ela,4.53,2.0,3.0,3.8,2025-05-24T00:00:00.000Z
Negombo,4.65,2.0,3.0,3.8,2025-05-24T00:00:00.000Z
Minuwangoda,4.85,2.0,3.0,3.8,2025-05-25T00:00:00.000Z
Gampaha,4.34,2.0,3.0,3.8,2025-05-25T00:00:00.000Z
Ja-Ela,3.65,2.0,3.0,3.8,2025-05-25T00:00:00.000Z
Negombo,4.01,2.0,3.0,3.8,2025-05-25T00:00:00.000Z
Minuwangoda,4.40,2.0,3.0,3.8,2025-05-26T00:00:00.000Z
Gampaha,4.41,2.0,3.0,3.8,2025-05-26T00:00:00.000Z
Ja-Ela,4.59,2.0,3.0,3.8,2025-05-26T00:00:00.000Z
Negombo,3.76,2.0,3.0,3.8,2025-05-26T00:00:00.000Z
Minuwangoda,3.68,2.0,3.0,3.8,2025-05-27T00:00:00.000Z
Gampaha,3.12,2.0,3.0,3.8,2025-05-27T00:00:00.000Z
Ja-Ela,4.24,2.0,3.0,3.8,2025-05-27T00:00:00.000Z
Negombo,4.31,2.0,3.0,3.8,2025-05-27T00:00:00.000Z
Minuwangoda,4.62,2.0,3.0,3.8,2025-05-28T00:00:00.000Z
Gampaha,3.05,2.0,3.0,3.8,2025-05-28T00:00:00.000Z
Ja-Ela,4.94,2.0,3.0,3.8,2025-05-28T00:00:00.000Z
Negombo,3.86,2.0,3.0,3.8,2025-05-28T00:00:00.000Z
Minuwangoda,3.13,2.0,3.0,3.8,2025-05-29T00:00:00.000Z
Gampaha,4.82,2.0,3.0,3.8,2025-05-29T00:00:00.000Z
Ja-Ela,3.68,2.0,3.0,3.8,2025-05-29T00:00:00.000Z
Negombo,4.04,2.0,3.0,3.8,2025-05-29T00:00:00.000Z
Minuwangoda,4.43,2.0,3.0,3.8,2025-05-30T00:00:00.000Z
Gampaha,3.07,2.0,3.0,3.8,2025-05-30T00:00:00.000Z
Ja-Ela,4.49,2.0,3.0,3.8,2025-05-30T00:00:00.000Z
Negombo,3.88,2.0,3.0,3.8,2025-05-30T00:00:00.000Z
Minuwangoda,4.54,2.0,3.0,3.8,2025-05-31T00:00:00.000Z
Gampaha,4.93,2.0,3.0,3.8,2025-05-31T00:00:00.000Z
Ja-Ela,3.96,2.0,3.0,3.8,2025-05-31T00:00:00.000Z
Negombo,3.42,2.0,3.0,3.8,2025-05-31T00:00:00.000Z
Minuwangoda,3.60,2.0,3.0,3.8,2025-06-01T00:00:00.000Z
Gampaha,3.20,2.0,3.0,3.8,2025-06-01T00:00:00.000Z
Ja-Ela,3.51,2.0,3.0,3.8,2025-06-01T00:00:00.000Z
Negombo,3.57,2.0,3.0,3.8,2025-06-01T00:00:00.000Z
Minuwangoda,4.97,2.0,3.0,3.8,2025-06-02T00:00:00.000Z
Gampaha,4.00,2.0,3.0,3.8,2025-06-02T00:00:00.000Z
Ja-Ela,4.71,2.0,3.0,3.8,2025-06-02T00:00:00.000Z
Negombo,4.60,2.0,3.0,3.8,2025-06-02T00:00:00.000Z
Minuwangoda,4.69,2.0,3.0,3.8,2025-06-03T00:00:00.000Z
Gampaha,4.68,2.0,3.0,3.8,2025-06-03T00:00:00.000Z
Ja-Ela,4.97,2.0,3.0,3.8,2025-06-03T00:00:00.000Z
Negombo,4.71,2.0,3.0,3.8,2025-06-03T00:00:00.000Z
Minuwangoda,3.35,2.0,3.0,3.8,2025-06-04T00:00:00.000Z
Gampaha,3.85,2.0,3.0,3.8,2025-06-04T00:00:00.000Z
Ja-Ela,4.64,2.0,3.0,3.8,2025-06-04T00:00:00.000Z
Negombo,3.99,2.0,3.0,3.8,2025-06-04T00:00:00.000Z
Minuwangoda,3.33,2.0,3.0,3.8,2025-06-05T00:00:00.000Z
Gampaha,3.02,2.0,3.0,3.8,2025-06-05T00:00:00.000Z
Ja-Ela,4.75,2.0,3.0,3.8,2025-06-05T00:00:00.000Z
Negombo,4.70,2.0,3.0,3.8,2025-06-05T00:00:00.000Z
Minuwangoda,3.69,2.0,3.0,3.8,2025-06-06T00:00:00.000Z
Gampaha,3.39,2.0,3.0,3.8,2025-06-06T00:00:00.000Z
Ja-Ela,3.84,2.0,3.0,3.8,2025-06-06T00:00:00.000Z
Negombo,3.74,2.0,3.0,3.8,2025-06-06T00:00:00.000Z
Minuwangoda,3.87,2.0,3.0,3.8,2025-06-07T00:00:00.000Z
Gampaha,4.97,2.0,3.0,3.8,2025-06-07T00:00:00.000Z
Ja-Ela,4.97,2.0,3.0,3.8,2025-06-07T00:00:00.000Z
Negombo,3.14,2.0,3.0,3.8,2025-06-07T00:00:00.000Z
Minuwangoda,4.38,2.0,3.0,3.8,2025-06-08T00:00:00.000Z
Gampaha,4.08,2.0,3.0,3.8,2025-06-08T00:00:00.000Z
Ja-Ela,3.95,2.0,3.0,3.8,2025-06-08T00:00:00.000Z
Negombo,3.65,2.0,3.0,3.8,2025-06-08T00:00:00.000Z
Minuwangoda,4.00,2.0,3.0,3.8,2025-06-09T00:00:00.000Z
Gampaha,4.09,2.0,3.0,3.8,2025-06-09T00:00:00.000Z
Ja-Ela,3.79,2.0,3.0,3.8,2025-06-09T00:00:00.000Z
Negombo,3.67,2.0,3.0,3.8,2025-06-09T00:00:00.000Z
Minuwangoda,3.39,2.0,3.0,3.8,2025-06-10T00:00:00.000Z
