location,temperature,humidity,pressure,rainfall,recordedAt,source
Gampaha,31.0,77,1006,40.24,2024-09-22T00:00:00.000Z,Simulated
Ja-Ela,27.8,76,1006,34.59,2024-09-22T00:00:00.000Z,Simulated
Negombo,29.3,70,1003,77.09,2024-09-22T00:00:00.000Z,Simulated
Minuwangoda,27.2,88,1005,2.81,2024-09-23T00:00:00.000Z,Simulated
Gampaha,29.7,93,1010,79.30,2024-09-23T00:00:00.000Z,Simulated
Ja-Ela,27.1,77,1001,20.89,2024-09-23T00:00:00.000Z,Simulated
Negombo,31.2,68,1005,73.19,2024-09-23T00:00:00.000Z,Simulated
Minuwangoda,29.5,68,1006,74.78,2024-09-24T00:00:00.000Z,Simulated
Gampaha,27.6,84,1005,35.43,2024-09-24T00:00:00.000Z,Simulated
Ja-Ela,31.0,67,1003,49.90,2024-09-24T00:00:00.000Z,Simulated
Negombo,29.4,93,1004,14.27,2024-09-24T00:00:00.000Z,Simulated
Minuwangoda,29.5,75,1004,15.48,2024-09-25T00:00:00.000Z,Simulated
Gampaha,27.7,94,1005,58.87,2024-09-25T00:00:00.000Z,Simulated
Ja-Ela,26.5,69,1009,75.01,2024-09-25T00:00:00.000Z,Simulated
Negombo,30.8,75,1006,33.03,2024-09-25T00:00:00.000Z,Simulated
Minuwangoda,27.8,92,1003,51.93,2024-09-26T00:00:00.000Z,Simulated
Gampaha,28.9,73,1008,57.14,2024-09-26T00:00:00.000Z,Simulated
Ja-Ela,29.7,75,1001,16.74,2024-09-26T00:00:00.000Z,Simulated
Negombo,27.3,70,1007,11.74,2024-09-26T00:00:00.000Z,Simulated
Minuwangoda,29.8,68,1004,53.76,2024-09-27T00:00:00.000Z,Simulated
Gampaha,30.5,91,1004,16.55,2024-09-27T00:00:00.000Z,Simulated
Ja-Ela,30.1,80,1007,69.41,2024-09-27T00:00:00.000Z,Simulated
Negombo,28.3,72,1003,66.31,2024-09-27T00:00:00.000Z,Simulated
Minuwangoda,30.0,70,1002,33.42,2024-09-28T00:00:00.000Z,Simulated
Gampaha,28.1,83,1005,70.61,2024-09-28T00:00:00.000Z,Simulated
Ja-Ela,31.3,84,1008,52.47,2024-09-28T00:00:00.000Z,Simulated
Negombo,30.5,81,1004,79.40,2024-09-28T00:00:00.000Z,Simulated
Minuwangoda,27.0,78,1003,56.90,2024-09-29T00:00:00.000Z,Simulated
Gampaha,27.1,69,1006,24.30,2024-09-29T00:00:00.000Z,Simulated
Ja-Ela,31.3,86,1009,60.65,2024-09-29T00:00:00.000Z,Simulated
Negombo,31.9,95,1009,41.19,2024-09-29T00:00:00.000Z,Simulated
Minuwangoda,30.2,77,1003,42.21,2024-09-30T00:00:00.000Z,Simulated
Gampaha,30.8,69,1005,15.00,2024-09-30T00:00:00.000Z,Simulated
Ja-Ela,30.9,85,1008,6.89,2024-09-30T00:00:00.000Z,Simulated
Negombo,27.7,74,1005,39.75,2024-09-30T00:00:00.000Z,Simulated
Minuwangoda,26.8,95,1004,8.14,2024-10-01T00:00:00.000Z,Simulated
Gampaha,26.3,71,1007,36.13,2024-10-01T00:00:00.000Z,Simulated
Ja-Ela,30.9,85,1000,40.53,2024-10-01T00:00:00.000Z,Simulated
Negombo,27.4,87,1003,33.86,2024-10-01T00:00:00.000Z,Simulated
Minuwangoda,29.2,73,1005,12.95,2024-10-02T00:00:00.000Z,Simulated
Gampaha,31.0,76,1003,24.48,2024-10-02T00:00:00.000Z,Simulated
Ja-Ela,31.2,85,1010,27.42,2024-10-02T00:00:00.000Z,Simulated
Negombo,31.9,92,1005,19.82,2024-10-02T00:00:00.000Z,Simulated
Minuwangoda,31.5,91,1006,48.48,2024-10-03T00:00:00.000Z,Simulated
Gampaha,26.1,85,1008,45.89,2024-10-03T00:00:00.000Z,Simulated
Ja-Ela,30.9,92,1004,9.11,2024-10-03T00:00:00.000Z,Simulated
Negombo,27.5,79,1009,49.82,2024-10-03T00:00:00.000Z,Simulated
Minuwangoda,28.1,92,1005,41.31,2024-10-04T00:00:00.000Z,Simulated
Gampaha,27.7,91,1009,25.67,2024-10-04T00:00:00.000Z,Simulated
Ja-Ela,27.0,91,1004,20.04,2024-10-04T00:00:00.000Z,Simulated
Negombo,31.2,82,1006,13.87,2024-10-04T00:00:00.000Z,Simulated
Minuwangoda,26.4,71,1003,24.99,2024-10-05T00:00:00.000Z,Simulated
Gampaha,29.2,85,1008,33.90,2024-10-05T00:00:00.000Z,Simulated
Ja-Ela,31.2,77,1001,17.20,2024-10-05T00:00:00.000Z,Simulated
Negombo,26.8,79,1002,22.63,2024-10-05T00:00:00.000Z,Simulated
Minuwangoda,26.7,93,1006,46.09,2024-10-06T00:00:00.000Z,Simulated
Gampaha,27.2,71,1004,28.33,2024-10-06T00:00:00.000Z,Simulated
Ja-Ela,31.9,71,1003,19.77,2024-10-06T00:00:00.000Z,Simulated
Negombo,27.5,87,1008,1.35,2024-10-06T00:00:00.000Z,Simulated
Minuwangoda,30.3,83,1005,16.51,2024-10-07T00:00:00.000Z,Simulated
Gampaha,27.7,90,1003,40.79,2024-10-07T00:00:00.000Z,Simulated
Ja-Ela,29.4,90,1010,47.03,2024-10-07T00:00:00.000Z,Simulated
Negombo,30.6,84,1007,13.49,2024-10-07T00:00:00.000Z,Simulated
Minuwangoda,27.1,87,1009,46.86,2024-10-08T00:00:00.000Z,Simulated
Gampaha,30.6,73,1002,48.47,2024-10-08T00:00:00.000Z,Simulated
Ja-Ela,27.0,92,1005,39.29,2024-10-08T00:00:00.000Z,Simulated
Negombo,27.7,91,1001,40.40,2024-10-08T00:00:00.000Z,Simulated
Minuwangoda,29.0,82,1010,4.09,2024-10-09T00:00:00.000Z,Simulated
Gampaha,29.0,80,1005,37.31,2024-10-09T00:00:00.000Z,Simulated
Ja-Ela,26.8,74,1009,13.24,2024-10-09T00:00:00.000Z,Simulated
Negombo,31.9,84,1006,17.70,2024-10-09T00:00:00.000Z,Simulated
Minuwangoda,26.5,76,1009,7.47,2024-10-10T00:00:00.000Z,Simulated
Gampaha,28.4,72,1001,41.55,2024-10-10T00:00:00.000Z,Simulated
Ja-Ela,29.9,91,1004,20.83,2024-10-10T00:00:00.000Z,Simulated
Negombo,26.7,82,1001,0.01,2024-10-10T00:00:00.000Z,Simulated
Minuwangoda,29.3,78,1001,38.44,2024-10-11T00:00:00.000Z,Simulated
Gampaha,30.7,85,1004,16.59,2024-10-11T00:00:00.000Z,Simulated
Ja-Ela,31.2,90,1009,47.90,2024-10-11T00:00:00.000Z,Simulated
Negombo,30.7,67,1002,10.51,2024-10-11T00:00:00.000Z,Simulated
Minuwangoda,29.7,72,1007,27.67,2024-10-12T00:00:00.000Z,Simulated
Gampaha,26.7,86,1008,10.94,2024-10-12T00:00:00.000Z,Simulated
Ja-Ela,29.5,91,1001,29.54,2024-10-12T00:00:00.000Z,Simulated
Negombo,26.9,67,1003,42.96,2024-10-12T00:00:00.000Z,Simulated
Minuwangoda,27.0,86,1003,38.72,2024-10-13T00:00:00.000Z,Simulated
Gampaha,28.3,79,1001,7.88,2024-10-13T00:00:00.000Z,Simulated
Ja-Ela,31.1,73,1008,12.57,2024-10-13T00:00:00.000Z,Simulated
Negombo,30.6,76,1009,45.64,2024-10-13T00:00:00.000Z,Simulated
Minuwangoda,31.5,90,1008,38.02,2024-10-14T00:00:00.000Z,Simulated
Gampaha,28.9,78,1004,3.72,2024-10-14T00:00:00.000Z,Simulated
Ja-Ela,30.6,78,1008,2.68,2024-10-14T00:00:00.000Z,Simulated
Negombo,26.6,91,1002,48.27,2024-10-14T00:00:00.000Z,Simulated
Minuwangoda,26.1,84,1003,8.93,2024-10-15T00:00:00.000Z,Simulated
Gampaha,30.1,79,1010,27.90,2024-10-15T00:00:00.000Z,Simulated
Ja-Ela,26.5,85,1007,14.03,2024-10-15T00:00:00.000Z,Simulated
Negombo,29.7,86,1006,9.02,2024-10-15T00:00:00.000Z,Simulated
Minuwangoda,30.2,67,1002,30.18,2024-10-16T00:00:00.000Z,Simulated
Gampaha,30.0,66,1007,34.57,2024-10-16T00:00:00.000Z,Simulated
Ja-Ela,29.6,71,1010,16.24,2024-10-16T00:00:00.000Z,Simulated
Negombo,30.6,85,1005,36.29,2024-10-16T00:00:00.000Z,Simulated
Minuwangoda,31.8,86,1008,20.02,2024-10-17T00:00:00.000Z,Simulated
Gampaha,26.9,75,1005,39.01,2024-10-17T00:00:00.000Z,Simulated
Ja-Ela,30.2,79,1004,9.80,2024-10-17T00:00:00.000Z,Simulated
Negombo,30.0,79,1009,35.70,2024-10-17T00:00:00.000Z,Simulated
Minuwangoda,27.8,80,1007,46.50,2024-10-18T00:00:00.000Z,Simulated
Gampaha,30.6,66,1006,16.33,2024-10-18T00:00:00.000Z,Simulated
Ja-Ela,26.1,89,1008,3.41,2024-10-18T00:00:00.000Z,Simulated
Negombo,28.2,80,1002,35.56,2024-10-18T00:00:00.000Z,Simulated
Minuwangoda,31.3,69,1005,1.93,2024-10-19T00:00:00.000Z,Simulated
Gampaha,31.6,75,1005,38.63,2024-10-19T00:00:00.000Z,Simulated
Ja-Ela,26.1,68,1008,37.31,2024-10-19T00:00:00.000Z,Simulated
Negombo,26.4,94,1000,2.02,2024-10-19T00:00:00.000Z,Simulated
Minuwangoda,29.2,91,1005,30.82,2024-10-20T00:00:00.000Z,Simulated
Gampaha,27.3,79,1003,6.85,2024-10-20T00:00:00.000Z,Simulated
Ja-Ela,28.5,76,1006,27.18,2024-10-20T00:00:00.000Z,Simulated
Negombo,27.8,75,1004,35.53,2024-10-20T00:00:00.000Z,Simulated
Minuwangoda,29.9,85,1001,42.04,2024-10-21T00:00:00.000Z,Simulated
Gampaha,29.1,88,1008,19.30,2024-10-21T00:00:00.000Z,Simulated
Ja-Ela,27.8,94,1002,9.94,2024-10-21T00:00:00.000Z,Simulated
Negombo,31.5,79,1005,40.18,2024-10-21T00:00:00.000Z,Simulated
Minuwangoda,26.3,77,1007,1.35,2024-10-22T00:00:00.000Z,Simulated
Gampaha,29.1,86,1005,0.04,2024-10-22T00:00:00.000Z,Simulated
Ja-Ela,28.8,91,1009,24.95,2024-10-22T00:00:00.000Z,Simulated
Negombo,29.2,67,1003,11.55,2024-10-22T00:00:00.000Z,Simulated
Minuwangoda,30.0,84,1006,13.24,2024-10-23T00:00:00.000Z,Simulated
Gampaha,29.7,68,1004,9.40,2024-10-23T00:00:00.000Z,Simulated
Ja-Ela,31.2,73,1002,18.72,2024-10-23T00:00:00.000Z,Simulated
Negombo,28.0,85,1001,1.16,2024-10-23T00:00:00.000Z,Simulated
Minuwangoda,26.3,86,1007,45.34,2024-10-24T00:00:00.000Z,Simulated
Gampaha,31.1,90,1002,44.53,2024-10-24T00:00:00.000Z,Simulated
Ja-Ela,27.0,84,1003,38.37,2024-10-24T00:00:00.000Z,Simulated
Negombo,30.9,77,1005,1.66,2024-10-24T00:00:00.000Z,Simulated
Minuwangoda,26.3,86,1009,36.06,2024-10-25T00:00:00.000Z,Simulated
Gampaha,27.8,74,1003,34.34,2024-10-25T00:00:00.000Z,Simulated
Ja-Ela,31.8,70,1006,16.74,2024-10-25T00:00:00.000Z,Simulated
Negombo,30.0,94,1000,25.58,2024-10-25T00:00:00.000Z,Simulated
Minuwangoda,29.7,84,1003,32.37,2024-10-26T00:00:00.000Z,Simulated
Gampaha,30.6,84,1008,37.28,2024-10-26T00:00:00.000Z,Simulated
Ja-Ela,28.0,80,1001,39.25,2024-10-26T00:00:00.000Z,Simulated
Negombo,29.8,69,1000,1.05,2024-10-26T00:00:00.000Z,Simulated
Minuwangoda,27.9,83,1006,11.85,2024-10-27T00:00:00.000Z,Simulated
Gampaha,28.9,92,1003,36.51,2024-10-27T00:00:00.000Z,Simulated
Ja-Ela,31.3,84,1004,43.21,2024-10-27T00:00:00.000Z,Simulated
Negombo,31.8,78,1002,16.07,2024-10-27T00:00:00.000Z,Simulated
Minuwangoda,26.2,67,1009,5.34,2024-10-28T00:00:00.000Z,Simulated
Gampaha,31.3,66,1009,5.84,2024-10-28T00:00:00.000Z,Simulated
Ja-Ela,27.6,90,1008,48.75,2024-10-28T00:00:00.000Z,Simulated
Negombo,29.6,71,1009,9.43,2024-10-28T00:00:00.000Z,Simulated
Minuwangoda,28.7,67,1004,20.27,2024-10-29T00:00:00.000Z,Simulated
Gampaha,27.0,86,1010,39.87,2024-10-29T00:00:00.000Z,Simulated
Ja-Ela,30.9,84,1009,44.23,2024-10-29T00:00:00.000Z,Simulated
Negombo,27.8,78,1008,32.84,2024-10-29T00:00:00.000Z,Simulated
Minuwangoda,29.0,92,1010,8.58,2024-10-30T00:00:00.000Z,Simulated
Gampaha,29.2,89,1007,42.37,2024-10-30T00:00:00.000Z,Simulated
Ja-Ela,27.6,70,1004,17.56,2024-10-30T00:00:00.000Z,Simulated
Negombo,29.1,67,1007,49.50,2024-10-30T00:00:00.000Z,Simulated
Minuwangoda,28.8,69,1006,28.17,2024-10-31T00:00:00.000Z,Simulated
Gampaha,28.0,88,1001,18.93,2024-10-31T00:00:00.000Z,Simulated
Ja-Ela,31.3,85,1005,3.23,2024-10-31T00:00:00.000Z,Simulated
Negombo,27.9,74,1010,42.43,2024-10-31T00:00:00.000Z,Simulated
Minuwangoda,26.2,69,1005,1.55,2024-11-01T00:00:00.000Z,Simulated
Gampaha,28.6,81,1002,24.43,2024-11-01T00:00:00.000Z,Simulated
Ja-Ela,27.3,79,1001,20.16,2024-11-01T00:00:00.000Z,Simulated
Negombo,29.6,77,1004,46.62,2024-11-01T00:00:00.000Z,Simulated
Minuwangoda,29.1,78,1003,41.14,2024-11-02T00:00:00.000Z,Simulated
Gampaha,31.1,94,1002,10.82,2024-11-02T00:00:00.000Z,Simulated
Ja-Ela,27.5,82,1005,44.55,2024-11-02T00:00:00.000Z,Simulated
Negombo,32.0,70,1008,29.95,2024-11-02T00:00:00.000Z,Simulated
Minuwangoda,31.6,82,1000,44.78,2024-11-03T00:00:00.000Z,Simulated
Gampaha,26.9,83,1003,18.87,2024-11-03T00:00:00.000Z,Simulated
Ja-Ela,30.9,83,1007,37.76,2024-11-03T00:00:00.000Z,Simulated
Negombo,31.3,77,1000,25.85,2024-11-03T00:00:00.000Z,Simulated
Minuwangoda,30.9,72,1009,49.25,2024-11-04T00:00:00.000Z,Simulated
Gampaha,26.9,70,1002,48.60,2024-11-04T00:00:00.000Z,Simulated
Ja-Ela,29.1,80,1007,27.43,2024-11-04T00:00:00.000Z,Simulated
Negombo,31.7,74,1008,1.31,2024-11-04T00:00:00.000Z,Simulated
Minuwangoda,30.0,80,1009,29.99,2024-11-05T00:00:00.000Z,Simulated
Gampaha,28.7,82,1004,44.48,2024-11-05T00:00:00.000Z,Simulated
Ja-Ela,31.7,80,1006,36.04,2024-11-05T00:00:00.000Z,Simulated
Negombo,27.1,91,1005,41.68,2024-11-05T00:00:00.000Z,Simulated
Minuwangoda,27.5,79,1006,16.92,2024-11-06T00:00:00.000Z,Simulated
Gampaha,28.9,71,1010,12.10,2024-11-06T00:00:00.000Z,Simulated
Ja-Ela,26.2,90,1005,19.46,2024-11-06T00:00:00.000Z,Simulated
Negombo,29.3,87,1009,44.67,2024-11-06T00:00:00.000Z,Simulated
Minuwangoda,29.4,88,1002,9.10,2024-11-07T00:00:00.000Z,Simulated
Gampaha,31.1,75,1001,12.05,2024-11-07T00:00:00.000Z,Simulated
Ja-Ela,26.4,78,1003,13.41,2024-11-07T00:00:00.000Z,Simulated
Negombo,32.0,67,1002,40.72,2024-11-07T00:00:00.000Z,Simulated
Minuwangoda,26.4,69,1002,27.93,2024-11-08T00:00:00.000Z,Simulated
Gampaha,27.5,82,1005,46.17,2024-11-08T00:00:00.000Z,Simulated
Ja-Ela,29.8,75,1001,0.36,2024-11-08T00:00:00.000Z,Simulated
Negombo,26.6,70,1007,12.27,2024-11-08T00:00:00.000Z,Simulated
Minuwangoda,27.5,69,1003,14.75,2024-11-09T00:00:00.000Z,Simulated
Gampaha,27.8,93,1009,34.90,2024-11-09T00:00:00.000Z,Simulated
Ja-Ela,29.9,88,1004,30.28,2024-11-09T00:00:00.000Z,Simulated
Negombo,30.1,71,1002,0.47,2024-11-09T00:00:00.000Z,Simulated
Minuwangoda,28.6,79,1007,31.72,2024-11-10T00:00:00.000Z,Simulated
Gampaha,30.8,84,1001,26.66,2024-11-10T00:00:00.000Z,Simulated
Ja-Ela,27.7,93,1006,30.01,2024-11-10T00:00:00.000Z,Simulated
Negombo,28.1,76,1010,9.86,2024-11-10T00:00:00.000Z,Simulated
Minuwangoda,28.1,65,1008,20.22,2024-11-11T00:00:00.000Z,Simulated
Gampaha,28.2,76,1007,37.35,2024-11-11T00:00:00.000Z,Simulated
Ja-Ela,26.3,75,1009,14.95,2024-11-11T00:00:00.000Z,Simulated
Negombo,28.7,70,1001,7.39,2024-11-11T00:00:00.000Z,Simulated
Minuwangoda,26.0,92,1009,18.44,2024-11-12T00:00:00.000Z,Simulated
Gampaha,31.5,69,1004,16.25,2024-11-12T00:00:00.000Z,Simulated
Ja-Ela,28.2,85,1010,38.02,2024-11-12T00:00:00.000Z,Simulated
Negombo,30.5,85,1008,15.78,2024-11-12T00:00:00.000Z,Simulated
Minuwangoda,30.8,74,1006,39.24,2024-11-13T00:00:00.000Z,Simulated
Gampaha,30.0,71,1001,38.85,2024-11-13T00:00:00.000Z,Simulated
Ja-Ela,27.5,71,1009,3.95,2024-11-13T00:00:00.000Z,Simulated
Negombo,26.2,71,1007,29.20,2024-11-13T00:00:00.000Z,Simulated
Minuwangoda,31.2,91,1002,46.43,2024-11-14T00:00:00.000Z,Simulated
Gampaha,31.6,74,1003,15.95,2024-11-14T00:00:00.000Z,Simulated
Ja-Ela,28.2,93,1008,11.38,2024-11-14T00:00:00.000Z,Simulated
Negombo,28.1,69,1003,41.87,2024-11-14T00:00:00.000Z,Simulated
Minuwangoda,31.9,70,1008,22.72,2024-11-15T00:00:00.000Z,Simulated
Gampaha,31.8,94,1001,47.79,2024-11-15T00:00:00.000Z,Simulated
Ja-Ela,30.7,80,1006,18.71,2024-11-15T00:00:00.000Z,Simulated
Negombo,26.1,79,1007,9.73,2024-11-15T00:00:00.000Z,Simulated
Minuwangoda,27.2,70,1010,14.30,2024-11-16T00:00:00.000Z,Simulated
Gampaha,27.0,94,1002,41.91,2024-11-16T00:00:00.000Z,Simulated
Ja-Ela,26.5,71,1008,29.94,2024-11-16T00:00:00.000Z,Simulated
Negombo,31.4,78,1007,44.80,2024-11-16T00:00:00.000Z,Simulated
Minuwangoda,30.2,76,1008,40.86,2024-11-17T00:00:00.000Z,Simulated
Gampaha,26.5,75,1004,39.27,2024-11-17T00:00:00.000Z,Simulated
Ja-Ela,26.9,69,1004,1.16,2024-11-17T00:00:00.000Z,Simulated
Negombo,27.8,80,1006,12.17,2024-11-17T00:00:00.000Z,Simulated
Minuwangoda,31.5,89,1001,9.79,2024-11-18T00:00:00.000Z,Simulated
Gampaha,27.3,89,1010,36.99,2024-11-18T00:00:00.000Z,Simulated
Ja-Ela,30.0,82,1006,33.99,2024-11-18T00:00:00.000Z,Simulated
Negombo,30.7,77,1009,10.88,2024-11-18T00:00:00.000Z,Simulated
Minuwangoda,31.8,86,1007,24.13,2024-11-19T00:00:00.000Z,Simulated
Gampaha,30.9,79,1005,49.99,2024-11-19T00:00:00.000Z,Simulated
Ja-Ela,31.0,84,1007,25.95,2024-11-19T00:00:00.000Z,Simulated
Negombo,31.1,79,1000,9.48,2024-11-19T00:00:00.000Z,Simulated
Minuwangoda,28.3,82,1005,35.47,2024-11-20T00:00:00.000Z,Simulated
Gampaha,30.2,80,1002,29.90,2024-11-20T00:00:00.000Z,Simulated
Ja-Ela,27.9,87,1009,36.90,2024-11-20T00:00:00.000Z,Simulated
Negombo,28.5,79,1007,48.03,2024-11-20T00:00:00.000Z,Simulated
Minuwangoda,31.1,71,1004,44.41,2024-11-21T00:00:00.000Z,Simulated
Gampaha,26.3,88,1005,46.39,2024-11-21T00:00:00.000Z,Simulated
Ja-Ela,30.9,81,1000,17.93,2024-11-21T00:00:00.000Z,Simulated
Negombo,29.3,94,1006,15.09,2024-11-21T00:00:00.000Z,Simulated
Minuwangoda,27.4,95,1000,45.62,2024-11-22T00:00:00.000Z,Simulated
Gampaha,26.5,94,1002,19.10,2024-11-22T00:00:00.000Z,Simulated
Ja-Ela,28.8,77,1003,11.43,2024-11-22T00:00:00.000Z,Simulated
Negombo,27.9,75,1009,46.66,2024-11-22T00:00:00.000Z,Simulated
Minuwangoda,28.8,87,1006,43.62,2024-11-23T00:00:00.000Z,Simulated
Gampaha,28.4,82,1003,43.15,2024-11-23T00:00:00.000Z,Simulated
Ja-Ela,26.6,76,1005,19.82,2024-11-23T00:00:00.000Z,Simulated
Negombo,31.7,91,1007,31.89,2024-11-23T00:00:00.000Z,Simulated
Minuwangoda,29.3,91,1007,30.41,2024-11-24T00:00:00.000Z,Simulated
Gampaha,30.2,80,1005,25.66,2024-11-24T00:00:00.000Z,Simulated
Ja-Ela,28.2,71,1000,6.60,2024-11-24T00:00:00.000Z,Simulated
Negombo,29.6,74,1002,28.32,2024-11-24T00:00:00.000Z,Simulated
Minuwangoda,26.1,91,1001,45.24,2024-11-25T00:00:00.000Z,Simulated
Gampaha,28.6,67,1007,35.19,2024-11-25T00:00:00.000Z,Simulated
Ja-Ela,27.6,71,1007,36.32,2024-11-25T00:00:00.000Z,Simulated
Negombo,30.5,66,1006,40.46,2024-11-25T00:00:00.000Z,Simulated
Minuwangoda,28.5,80,1010,49.78,2024-11-26T00:00:00.000Z,Simulated
Gampaha,30.5,76,1010,31.14,2024-11-26T00:00:00.000Z,Simulated
Ja-Ela,30.6,72,1009,27.69,2024-11-26T00:00:00.000Z,Simulated
Negombo,29.6,72,1002,23.25,2024-11-26T00:00:00.000Z,Simulated
Minuwangoda,26.6,73,1003,36.22,2024-11-27T00:00:00.000Z,Simulated
Gampaha,30.0,91,1003,0.13,2024-11-27T00:00:00.000Z,Simulated
Ja-Ela,31.5,81,1008,36.99,2024-11-27T00:00:00.000Z,Simulated
Negombo,31.8,94,1010,40.70,2024-11-27T00:00:00.000Z,Simulated
Minuwangoda,26.7,80,1005,16.61,2024-11-28T00:00:00.000Z,Simulated
Gampaha,28.9,93,1003,7.78,2024-11-28T00:00:00.000Z,Simulated
Ja-Ela,28.4,71,1003,44.15,2024-11-28T00:00:00.000Z,Simulated
Negombo,31.0,83,1008,32.88,2024-11-28T00:00:00.000Z,Simulated
Minuwangoda,28.0,88,1002,38.15,2024-11-29T00:00:00.000Z,Simulated
Gampaha,30.9,94,1004,5.87,2024-11-29T00:00:00.000Z,Simulated
Ja-Ela,31.9,79,1010,12.09,2024-11-29T00:00:00.000Z,Simulated
Negombo,28.6,84,1005,41.41,2024-11-29T00:00:00.000Z,Simulated
Minuwangoda,27.5,68,1001,22.99,2024-11-30T00:00:00.000Z,Simulated
Gampaha,31.5,70,1008,27.93,2024-11-30T00:00:00.000Z,Simulated
Ja-Ela,30.0,66,1003,15.23,2024-11-30T00:00:00.000Z,Simulated
Negombo,29.5,66,1010,19.04,2024-11-30T00:00:00.000Z,Simulated
Minuwangoda,29.4,66,1001,10.24,2024-12-01T00:00:00.000Z,Simulated
Gampaha,28.1,68,1000,12.75,2024-12-01T00:00:00.000Z,Simulated
Ja-Ela,28.7,88,1000,13.74,2024-12-01T00:00:00.000Z,Simulated
Negombo,26.1,92,1001,10.51,2024-12-01T00:00:00.000Z,Simulated
Minuwangoda,31.3,84,1003,1.41,2024-12-02T00:00:00.000Z,Simulated
Gampaha,27.0,68,1008,6.09,2024-12-02T00:00:00.000Z,Simulated
Ja-Ela,28.7,92,1008,6.17,2024-12-02T00:00:00.000Z,Simulated
Negombo,26.2,83,1007,18.05,2024-12-02T00:00:00.000Z,Simulated
Minuwangoda,31.7,66,1005,1.34,2024-12-03T00:00:00.000Z,Simulated
Gampaha,29.2,76,1003,8.77,2024-12-03T00:00:00.000Z,Simulated
Ja-Ela,29.9,80,1005,0.46,2024-12-03T00:00:00.000Z,Simulated
Negombo,30.0,94,1007,0.90,2024-12-03T00:00:00.000Z,Simulated
Minuwangoda,27.4,82,1004,5.89,2024-12-04T00:00:00.000Z,Simulated
Gampaha,30.7,89,1003,3.64,2024-12-04T00:00:00.000Z,Simulated
Ja-Ela,28.1,79,1010,12.02,2024-12-04T00:00:00.000Z,Simulated
Negombo,28.9,73,1009,10.66,2024-12-04T00:00:00.000Z,Simulated
Minuwangoda,27.7,87,1009,5.89,2024-12-05T00:00:00.000Z,Simulated
Gampaha,29.7,87,1007,7.29,2024-12-05T00:00:00.000Z,Simulated
Ja-Ela,28.9,68,1007,15.15,2024-12-05T00:00:00.000Z,Simulated
Negombo,29.5,86,1005,19.32,2024-12-05T00:00:00.000Z,Simulated
Minuwangoda,27.2,74,1006,6.18,2024-12-06T00:00:00.000Z,Simulated
Gampaha,30.0,66,1008,15.56,2024-12-06T00:00:00.000Z,Simulated
Ja-Ela,27.9,71,1006,1.27,2024-12-06T00:00:00.000Z,Simulated
Negombo,28.7,72,1006,4.94,2024-12-06T00:00:00.000Z,Simulated
Minuwangoda,30.3,82,1001,14.76,2024-12-07T00:00:00.000Z,Simulated
Gampaha,28.6,65,1002,2.62,2024-12-07T00:00:00.000Z,Simulated
Ja-Ela,32.0,90,1010,0.54,2024-12-07T00:00:00.000Z,Simulated
Negombo,30.4,73,1006,6.20,2024-12-07T00:00:00.000Z,Simulated
Minuwangoda,26.2,74,1003,1.13,2024-12-08T00:00:00.000Z,Simulated
Gampaha,31.8,69,1007,8.79,2024-12-08T00:00:00.000Z,Simulated
Ja-Ela,29.8,69,1004,14.52,2024-12-08T00:00:00.000Z,Simulated
Negombo,30.1,79,1003,0.33,2024-12-08T00:00:00.000Z,Simulated
Minuwangoda,27.5,80,1008,7.52,2024-12-09T00:00:00.000Z,Simulated
Gampaha,30.5,75,1002,18.05,2024-12-09T00:00:00.000Z,Simulated
Ja-Ela,26.3,66,1002,3.38,2024-12-09T00:00:00.000Z,Simulated
Negombo,29.7,94,1003,17.41,2024-12-09T00:00:00.000Z,Simulated
Minuwangoda,29.5,83,1006,0.98,2024-12-10T00:00:00.000Z,Simulated
Gampaha,31.5,89,1008,0.49,2024-12-10T00:00:00.000Z,Simulated
Ja-Ela,28.2,89,1002,14.16,2024-12-10T00:00:00.000Z,Simulated
Negombo,27.0,76,1008,0.17,2024-12-10T00:00:00.000Z,Simulated
Minuwangoda,30.4,91,1001,17.64,2024-12-11T00:00:00.000Z,Simulated
Gampaha,28.8,72,1005,19.80,2024-12-11T00:00:00.000Z,Simulated
Ja-Ela,31.7,88,1008,12.16,2024-12-11T00:00:00.000Z,Simulated
Negombo,28.8,79,1002,17.77,2024-12-11T00:00:00.000Z,Simulated
Minuwangoda,28.1,71,1002,9.64,2024-12-12T00:00:00.000Z,Simulated
Gampaha,28.2,83,1006,13.37,2024-12-12T00:00:00.000Z,Simulated
Ja-Ela,29.1,68,1010,2.81,2024-12-12T00:00:00.000Z,Simulated
Negombo,29.3,76,1002,10.08,2024-12-12T00:00:00.000Z,Simulated
Minuwangoda,28.1,68,1001,2.61,2024-12-13T00:00:00.000Z,Simulated
Gampaha,30.1,78,1003,11.27,2024-12-13T00:00:00.000Z,Simulated
Ja-Ela,30.1,82,1003,12.27,2024-12-13T00:00:00.000Z,Simulated
Negombo,31.4,74,1008,5.98,2024-12-13T00:00:00.000Z,Simulated
Minuwangoda,27.1,74,1006,18.32,2024-12-14T00:00:00.000Z,Simulated
Gampaha,30.7,77,1001,4.56,2024-12-14T00:00:00.000Z,Simulated
Ja-Ela,26.5,80,1006,0.96,2024-12-14T00:00:00.000Z,Simulated
